filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00010.wav,661794,0.303993315,0.094702937,0.142865062,0.009200277,1409.955255645,205666.838695041,1512.310265154,145008.805097231,2765.900805268,1427843.941945190,0.062958826,0.000441534,-0.000111032,0.021768108,0.000086664,0.003975489,161.499023438,-173.792495728,8144.119140625,137.186706543,1083.690307617,-23.724048615,1028.671142578,26.978431702,495.548248291,-16.657695770,289.826629639,4.180882454,160.658737183,-12.559929848,150.327255249,5.832184315,82.517265320,-2.874319077,108.608283997,-1.197418690,65.782203674,-1.954835176,55.650691986,1.801500678,57.919136047,-2.989647627,93.913841248,-1.866656542,40.121719360,-0.792742908,49.723789215,-3.015966654,63.069183350,-0.440053701,57.073314667,-1.994551659,55.658473969,-0.748470068,47.180492401,-4.991313457,46.590564728,blues
blues.00011.wav,661794,0.367152065,0.102328755,0.065740690,0.002499910,1352.659665442,512135.089856374,1756.779795165,220626.791977817,2880.777862620,2933408.182273800,0.043930585,0.001895712,0.000008721,0.005011768,-0.000014227,0.000633674,161.499023438,-287.923736572,5931.473144531,124.018753052,996.150146484,5.469891548,302.208862305,33.657409668,344.620147705,1.095497131,441.349731445,14.705334663,235.382278442,-4.877008438,149.724227905,8.670524597,189.385269165,0.785404980,148.729949951,6.579526901,114.262565613,-4.874973774,93.779701233,-3.178223848,84.176177979,-5.536157608,65.996017456,-6.784435749,60.725395203,-2.648156166,55.425777435,-2.994558811,54.576808929,-3.386818171,39.840644836,-1.852647424,46.749706268,1.839963078,37.066482544,-4.890803337,28.149181366,blues
blues.00012.wav,661794,0.269391119,0.093901649,0.119046055,0.004052797,1360.641197240,257065.390010230,1567.565225022,45236.511364116,2738.638737583,952898.867358429,0.069095007,0.002380562,-0.000002898,0.012530157,-0.000059116,0.002633025,184.570312500,-207.223312378,4575.482421875,132.830551147,666.289855957,-15.428843498,934.824829102,60.970924377,331.480316162,0.729872108,313.283569336,12.437646866,101.282539368,1.182799578,108.577880859,-1.546623349,111.480522156,-17.879436493,96.592643738,8.352728844,95.061798096,-2.458161592,139.636505127,-0.603385031,92.782592773,0.385960877,86.474754333,2.599546194,53.721359253,-5.179266453,45.844818115,-9.523479462,69.269065857,-9.242835045,63.717426300,-2.855027676,68.794761658,-1.427161813,112.219085693,-5.931977749,91.438987732,blues
blues.00013.wav,661794,0.264712811,0.091175742,0.113169827,0.004188918,1324.293218148,171474.993119740,1828.039254403,78278.566758015,2710.269200442,1074400.279094410,0.051401703,0.001255388,-0.000016039,0.012680719,-0.000061047,0.001604579,107.666015625,-209.826156616,1969.792114258,124.463218689,541.641601563,10.342453957,662.967407227,47.010906219,148.647979736,6.508125305,102.074729919,15.410517693,146.403427124,-2.005107403,69.793518066,6.706564426,76.449623108,-21.557632446,96.331680298,10.718406677,95.948188782,-5.523688316,90.619888306,-2.199805498,59.181625366,-3.034864902,52.441474915,8.644536972,71.740493774,-0.303720623,68.460693359,-0.637948096,88.576690674,-2.938426256,97.406188965,-1.704516411,104.268730164,-1.768188953,88.868354797,-7.762180805,113.924156189,blues
blues.00014.wav,661794,0.329036325,0.108111456,0.067054532,0.002716970,1171.848226914,147278.545892914,1705.519298617,96584.443366634,2344.246381507,877596.556196570,0.045036676,0.001559971,-0.000118958,0.004717060,-0.000197333,0.001199741,151.999080882,-305.654724121,8194.195312500,113.086341858,683.216064453,12.114427567,1462.424438477,45.033702850,224.945724487,17.762825012,250.133987427,14.573328972,154.894775391,4.159430027,157.223678589,0.213544786,167.248092651,-7.026994705,97.647895813,13.641991615,76.816795349,8.929174423,89.874320984,1.303005934,62.808452606,5.961250782,64.339775085,8.549221992,76.025543213,1.124606371,137.077575684,0.602693439,67.754112244,0.054863147,96.668579102,-3.722265482,65.745132446,-0.994969368,89.352569580,-1.800288796,113.520568848,blues
blues.00015.wav,661794,0.269690424,0.094989382,0.080624022,0.002828972,1420.365165134,199958.978484474,1731.164281180,81354.261510398,2929.964494816,700098.974026396,0.063701255,0.001940990,-0.000012580,0.004724677,-0.000087012,0.002335563,99.384014423,-238.515533447,4378.723632813,120.110176086,728.702270508,-4.229358673,978.758728027,42.290695190,383.417480469,5.928563118,298.762268066,13.917267799,117.415763855,5.357867718,119.505996704,1.895557284,143.876358032,-16.936676025,89.840278625,12.350621223,76.242813110,3.945979834,81.621437073,-1.393584847,60.978744507,0.019285234,60.573139191,3.588396549,89.433113098,-4.500910282,101.889694214,-5.540557861,77.410766602,-6.887469292,93.530944824,-4.823251724,65.716705322,1.747366786,78.390365601,-1.882196426,131.138275146,blues
blues.00016.wav,661794,0.304185569,0.098492980,0.081471749,0.002641043,1454.963940975,152317.123531848,1825.797959694,116774.735699144,3009.460817412,1010620.014650430,0.061344061,0.001418798,-0.000023539,0.004507206,-0.000109743,0.002415149,198.768028846,-233.759094238,4963.079101563,120.675140381,562.091064453,-3.174806118,1207.626098633,39.518478394,396.669372559,3.818336725,285.416412354,18.837141037,156.158828735,-3.677817345,100.501884460,4.433138371,111.430259705,-14.965526581,101.543983459,17.578216553,102.210723877,1.841871858,108.620384216,2.549421549,66.494812012,-1.233167887,65.036247253,8.439485550,64.935058594,-0.201898068,59.209625244,-3.894501448,77.966491699,-4.456850052,82.935325623,0.009553996,85.942924500,1.293030858,83.567489624,-2.098081112,100.874099731,blues
blues.00017.wav,661794,0.302123994,0.093345679,0.093306080,0.002150767,1088.844229753,231640.777805514,1410.984259421,69795.442909318,2134.992942013,1081720.084663240,0.048326249,0.000845165,-0.000011939,0.006776456,-0.000076662,0.001522402,172.265625000,-245.699371338,5194.901855469,140.491088867,800.310058594,-2.789754391,796.667724609,60.431434631,360.126892090,18.919052124,235.673431396,9.829608917,99.664512634,3.559146166,118.575767517,0.515371680,93.450309753,-16.387681961,129.273696899,6.627509594,105.248733521,7.259214401,96.801132202,-4.014427662,71.387329102,1.602120638,72.965797424,5.895009518,78.668342590,-3.021469593,55.997051239,-4.773668766,58.393814087,-3.030989170,65.709281921,-1.994087815,65.009689331,-0.046753637,62.942817688,-3.971227169,64.719291687,blues
blues.00018.wav,661794,0.269932300,0.097657748,0.079706371,0.002956254,1537.587698524,193102.060046869,2054.529510695,145776.741366901,3495.515006435,1827899.521782300,0.056141770,0.001722205,-0.000045802,0.006933582,-0.000198296,0.001052873,83.354334677,-252.493011475,2874.313476563,104.937110901,603.676147461,15.332312584,662.785644531,42.666969299,163.330429077,6.783058167,93.031333923,21.605682373,117.297080994,-1.297840834,73.326484680,5.675407410,100.602622986,-16.632635117,125.693603516,12.173103333,123.527114868,-1.947284937,52.001037598,1.950844049,64.873069763,-0.890319288,48.805713654,7.770523548,71.563591003,2.380243063,101.957115173,1.775405765,93.134849548,1.325362206,132.122802734,3.609511614,182.367279053,4.907691002,151.661773682,-2.655459166,96.436645508,blues
blues.00019.wav,661794,0.257324815,0.095963299,0.097659752,0.002575091,1195.470375777,249522.941160882,1481.318880455,46970.543204278,2235.264725475,1208028.724456820,0.058886039,0.001798326,-0.000025919,0.006598067,-0.000166766,0.002578083,123.046875000,-236.656753540,5578.513671875,138.409255981,536.373046875,-4.912910938,1166.863281250,47.629173279,312.346405029,5.184200764,467.416961670,8.876614571,91.732955933,0.513814926,97.688926697,-3.804673195,159.389434814,-14.988870621,77.453178406,10.417068481,104.731628418,-0.333638072,134.616088867,0.775984287,80.591621399,1.777318478,77.994865417,4.232987404,73.672927856,-0.467841685,63.295425415,-6.105214119,80.705917358,-5.390518665,95.492553711,-1.341213584,92.580772400,-3.723018885,72.487022400,-4.364776611,66.892791748,blues
blues.00020.wav,661794,0.302611619,0.094329134,0.075474493,0.002498623,1390.301557557,102976.484284936,1911.314580176,88916.801733034,3006.171716394,945949.519588640,0.052586342,0.000616229,-0.000005769,0.004551549,-0.000089069,0.001486271,135.999177632,-230.357650757,2988.245117188,127.078330994,397.444274902,7.123446465,601.991027832,39.774898529,175.590057373,1.921049476,117.344886780,17.411779404,100.190353394,-5.619414806,79.668090820,8.249392509,69.283218384,-18.116888046,60.202236176,13.835063934,72.888832092,-3.769932270,71.598579407,2.572018385,74.637664795,-4.318346024,62.687728882,6.806375504,61.942165375,-6.167102337,60.681625366,-6.198749542,50.114543915,-4.500183582,52.987197876,-1.822338104,73.484642029,-0.517100096,94.666908264,1.509917974,73.787223816,blues
blues.00021.wav,661794,0.321100384,0.103292286,0.101132080,0.003228397,1046.550010524,291480.278353592,1481.058089245,70086.828171146,1830.330592463,1349215.135774670,0.047907452,0.002331309,-0.000006295,0.008323918,-0.000078773,0.002210791,99.384014423,-264.722595215,6342.383789063,138.868453979,1001.581604004,11.194062233,1285.501342773,48.504261017,371.825958252,14.930756569,248.824966431,20.580284119,130.034591675,3.207008600,119.956398010,1.248955846,104.484970093,-15.846456528,95.334152222,15.978459358,85.213806152,3.369132757,79.070259094,-1.510807037,72.017555237,1.905925274,70.171623230,6.328380108,68.474456787,-0.993391573,82.162345886,-2.419452190,89.542922974,-3.680215120,93.907760620,0.491500616,119.286834717,5.041453838,117.804779053,-0.776848793,148.473968506,blues
blues.00022.wav,661794,0.306536794,0.097999975,0.113425851,0.003685632,1155.781220868,314209.292176459,1497.964258763,59015.188359969,2169.033055848,1332253.573781570,0.058569959,0.002867969,-0.000005737,0.009843897,-0.000053606,0.003194851,95.703125000,-233.956253052,6508.545898438,136.145706177,959.806823730,3.324411392,1163.310913086,48.928531647,384.257385254,8.715443611,304.411743164,13.966021538,166.225296021,5.366596699,105.684600830,0.399539530,127.880210876,-13.469852448,151.464538574,16.877717972,82.479530334,5.148091793,114.523918152,-2.249821663,77.492782593,3.947907209,66.112876892,5.316487312,83.241882324,0.810558856,101.004714966,-1.107080698,80.264739990,-4.556479931,78.792221069,-2.430784225,100.342529297,3.324835539,119.322555542,-0.602446556,143.327774048,blues
blues.00023.wav,661794,0.280822664,0.091156647,0.102035165,0.003565879,1209.987862892,131778.372556239,1497.691563953,51624.607822624,2521.741260785,610094.041455844,0.052467010,0.001087785,-0.000023633,0.008690364,-0.000115363,0.002110570,184.570312500,-227.225341797,4149.078125000,137.788070679,507.422454834,-14.499567986,1245.026000977,63.560928345,211.454605103,5.617667675,153.075759888,11.958148003,95.861183167,1.907968640,100.847114563,-1.889386773,87.952537537,-7.604216576,97.245841980,-2.473288059,98.320526123,-2.891010046,104.114448547,-9.433392525,87.895072937,-10.929218292,116.046997070,3.569475174,69.017570496,4.149799824,77.318481445,0.088809527,45.263858795,-2.985964775,66.982353210,-1.386169076,82.635551453,7.541377544,93.393692017,-3.035722733,74.014457703,blues
blues.00024.wav,661794,0.263112217,0.099992849,0.086947270,0.002510560,1120.019466933,176458.383545152,1447.889899091,53783.806039541,2323.820647839,1140579.404221840,0.047276048,0.001078994,-0.000006316,0.006556988,-0.000098830,0.001711179,103.359375000,-274.365814209,5918.534667969,130.411254883,500.312438965,-6.351286888,1343.772094727,70.402984619,311.138793945,13.269727707,230.358886719,9.473775864,155.547943115,7.735329628,121.562065125,-1.234966397,150.266403198,-0.572390199,94.135391235,-2.303354263,68.874496460,3.773515940,76.870628357,0.075612076,73.609436035,-0.938971817,126.637763977,2.296225309,63.161972046,4.294117451,69.615737915,-1.661213994,47.870800018,-10.439424515,49.083866119,-6.793103218,39.416938782,-1.065777779,44.219112396,-1.583886147,83.636726379,blues
blues.00025.wav,661794,0.290959746,0.091075696,0.089215219,0.003113222,1109.352784388,138699.688246392,1463.217701555,37692.267055427,2243.341758356,838237.590923372,0.051697391,0.001339266,-0.000008261,0.006751272,-0.000002327,0.001711493,92.285156250,-249.284561157,3980.260986328,131.004684448,338.341583252,0.671434760,1579.126098633,66.703933716,298.369964600,17.914802551,183.418121338,4.621685982,173.214584351,6.613105297,96.463455200,1.242521286,98.259040833,1.412567258,75.658752441,-1.589807868,91.906906128,-0.981921494,101.573669434,-3.575791121,85.140869141,-2.926955700,86.282981873,4.600675583,62.420631409,7.480606079,91.659332275,-0.187531441,100.648956299,-2.823468924,87.407569885,-2.675380707,77.598251343,0.740613997,76.061050415,-0.530982077,67.630027771,blues
blues.00026.wav,661794,0.278378457,0.095014669,0.077110194,0.005945713,1198.459084543,161879.863999841,1573.500275470,84832.421794420,2477.275945748,994270.400230150,0.051972686,0.001486869,-0.000031969,0.008413441,-0.000063700,0.001918068,83.354334677,-284.848388672,6201.416503906,108.749549866,676.822509766,9.129683495,1447.732177734,51.251312256,294.614990234,18.123716354,210.465118408,7.632777214,181.738952637,8.775374413,121.512878418,2.365381718,103.188926697,0.019261148,93.411727905,2.236927509,106.556388855,4.190629005,84.382598877,-3.304581404,97.561759949,1.614048243,68.659523010,2.691864252,74.712318420,3.376127958,93.726387024,3.292786837,116.546951294,-4.524482727,138.137039185,0.496720344,105.847221375,5.921975136,140.871490479,3.214540243,170.078811646,blues
blues.00027.wav,661794,0.288707316,0.094127804,0.095810153,0.002195352,1391.841952007,200234.030743030,1494.954574989,43476.234378481,2811.698414389,541206.879010018,0.072414413,0.002545687,-0.000015245,0.007741150,-0.000087637,0.001523694,92.285156250,-228.167083740,2816.117187500,130.339660645,688.793701172,-23.310709000,927.403625488,70.200218201,397.606109619,1.129326105,181.885421753,7.589113235,153.770538330,0.903395474,100.217636108,1.994443536,88.251289368,-6.158844471,61.873271942,-9.380717278,86.130195618,-2.563574791,107.859786987,-4.521847725,58.946792603,-0.269986480,67.747825623,0.170451313,57.074150085,-1.528730392,79.633842468,1.467687726,80.533462524,-6.980843544,65.042213440,-8.324485779,91.816780090,4.240888596,119.639045715,0.991738319,132.020568848,blues
blues.00028.wav,661794,0.276155472,0.098873332,0.099666774,0.004145586,1115.728201941,105720.797888822,1399.096825476,52928.586996748,2290.646525160,637938.280391810,0.048019987,0.000816598,-0.000000888,0.008189265,-0.000030167,0.002617060,103.359375000,-248.962249756,4966.482910156,139.031753540,398.823120117,-16.240024567,1162.821533203,57.116191864,330.339965820,20.192361832,158.137451172,10.160372734,133.127822876,4.576076031,124.906188965,0.337924153,118.206275940,-7.862824917,69.814506531,-3.470245361,68.553092957,-2.648824930,79.343933105,-2.842671156,66.662452698,-0.894775093,95.325309753,-2.413379908,55.162479401,2.570597172,62.179893494,-5.871000290,46.673652649,-12.412887573,56.075767517,-7.302001953,37.484310150,-0.923585296,48.440811157,-2.698578358,86.766944885,blues
blues.00029.wav,661794,0.280356556,0.105621219,0.124736480,0.004812354,1648.835169453,712342.593797883,2189.985865091,185296.921350832,3759.892113635,4161772.395261590,0.052894870,0.003247441,-0.000004683,0.016765734,0.000000564,0.001319035,129.199218750,-233.715103149,3684.393554688,101.199020386,885.532897949,17.650899887,375.351287842,23.740634918,219.337753296,2.079885244,227.544448853,25.938901901,135.666854858,-16.969043732,338.927124023,15.079570770,113.664886475,-22.277378082,98.267494202,4.385386467,122.710533142,-23.197580338,167.472732544,-6.036645889,81.793708801,-5.057098389,80.938659668,1.069037437,99.926734924,-5.778514385,88.899108887,-8.310134888,84.208381653,-11.384392738,98.333999634,-6.723499298,96.627716064,-10.013582230,74.162971497,-14.026127815,77.931457520,blues
blues.00030.wav,661794,0.263193846,0.094372906,0.170062065,0.003187954,1379.189381936,550980.401776527,2004.210663264,269867.234656123,3016.513649217,4575644.369918280,0.039366118,0.000945570,0.000002564,0.027215544,0.000005413,0.001536021,151.999080882,-206.938110352,2028.037475586,117.791839600,763.622924805,23.264991760,281.478790283,28.300045013,261.268859863,-1.102283239,195.845214844,18.867183685,160.958053589,-21.971611023,212.379547119,17.848024368,137.247238159,-25.590236664,200.211959839,2.135104656,103.095970154,-17.777297974,73.192100525,-8.010591507,60.416320801,-17.620141983,72.724746704,-8.120075226,86.023612976,-8.628885269,115.707901001,-15.540494919,85.731582642,-15.332038879,78.006057739,-9.656509399,97.278808594,-10.089768410,55.413875580,-17.826879501,91.008377075,blues
blues.00031.wav,661794,0.253553212,0.099251412,0.151517645,0.003189892,1330.715617464,352281.543276004,1973.410537702,234462.805638575,2898.788813261,3710386.844401170,0.042947225,0.001096176,-0.000001348,0.023249941,0.000002478,0.000849604,151.999080882,-221.843490601,2512.236816406,110.852424622,586.233825684,18.637550354,190.402694702,30.928430557,180.595397949,3.296228170,221.248306274,22.589956284,100.584014893,-20.406555176,318.599761963,12.122969627,114.509132385,-26.330457687,109.098884583,-4.354130268,102.091056824,-26.383853912,129.062988281,-13.032196045,107.728782654,-12.655036926,146.308410645,-1.815843225,95.098091125,-7.259001255,110.831123352,-6.660985470,108.910453796,-14.688092232,103.173202515,-11.713448524,115.842010498,-11.024651527,118.473381042,-13.389857292,98.529640198,blues
blues.00032.wav,661794,0.276244789,0.097367108,0.101321355,0.003950803,1309.382408070,756062.612347251,1883.042903229,284143.663734943,2763.186256072,4687546.708614080,0.039388398,0.003158096,0.000002187,0.012840683,-0.000001451,0.000446515,143.554687500,-288.715087891,5322.692382813,105.926361084,830.841369629,18.819950104,434.691040039,23.674459457,342.630523682,5.700168133,380.943084717,25.559085846,163.948455811,-13.450493813,228.051956177,12.429512024,125.701858521,-11.961186409,196.882263184,1.589508176,132.374679565,-15.623069763,126.558319092,-6.638754845,82.041206360,-11.685787201,102.978607178,-2.935765982,105.329032898,-7.378426075,82.162040710,-15.693843842,54.529968262,-10.957292557,61.384269714,-10.879779816,45.184684753,-18.501955032,55.886142731,-19.117843628,75.344734192,blues
blues.00033.wav,661794,0.260635287,0.094783746,0.133213505,0.002252235,1430.492432815,700841.780160808,2075.501263223,275222.754901748,3245.468387471,5568942.084190830,0.041973683,0.001439137,0.000005588,0.016945537,-0.000003107,0.000993361,151.999080882,-238.951202393,3222.492675781,108.705436707,822.881469727,34.145847321,278.909088135,30.211145401,303.084075928,-0.502582312,237.998687744,27.292957306,140.460433960,-21.399480820,286.063446045,14.171862602,139.587036133,-24.512311935,117.436149597,-1.884265661,179.391921997,-28.057500839,127.148391724,-11.255747795,87.613479614,-16.464361191,90.645034790,-7.640693665,78.986610413,-12.784872055,63.466327667,-15.352468491,81.954154968,-13.745900154,141.029296875,-7.408485413,68.919387817,-10.078315735,70.515769958,-13.290933609,87.807250977,blues
